0.30175 0.30175 0.50134 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.07080 0.00569 0.30293 0.32410 0.50248 0.50134 0
0.29188 0.28928 0.50409 0.00001 0.00002 0.00001 0.00001 0.00002 0.00001 0.00000 0.13846 0.02947 0.29203 0.30837 0.50222 0.50409 0
0.26275 0.25882 0.50623 0.00002 0.00004 0.00002 0.00002 0.00004 0.00002 0.00001 0.20877 0.05750 0.26298 0.27319 0.50215 0.50623 0
0.25432 0.25404 0.50493 0.00000 0.00002 0.00000 0.00002 0.00002 0.00002 0.00002 0.11889 0.03079 0.25482 0.26543 0.50126 0.50493 0
0.27004 0.27004 0.50196 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.27004 0.28506 0.50196 0.50196 0
0.24877 0.24858 0.50662 0.00000 0.00003 0.00000 0.00003 0.00003 0.00003 0.00003 0.11594 0.04484 0.24946 0.26131 0.50002 0.50662 0
0.24495 0.24823 0.49642 0.00001 0.00004 0.00001 0.00003 0.00004 0.00003 0.00002 0.22638 0.05464 0.25633 0.26093 0.50280 0.49642 0
0.25575 0.25260 0.50200 0.00001 0.00001 0.00001 0.00000 0.00001 0.00000 0.00002 0.27174 0.02025 0.25575 0.26837 0.50324 0.50200 0
0.26257 0.25464 0.50118 0.00003 0.00002 0.00003 0.00001 0.00002 0.00001 0.00004 0.59791 0.03922 0.26257 0.27268 0.50632 0.50118 0
0.28755 0.28660 0.50353 0.00000 0.00001 0.00000 0.00001 0.00001 0.00001 0.00001 0.03046 0.01544 0.28755 0.30481 0.50175 0.50353 0
0.25082 0.24894 0.50300 0.00001 0.00001 0.00001 0.00000 0.00001 0.00000 0.00000 0.10264 0.01605 0.25082 0.26263 0.50248 0.50300 0
0.25200 0.24250 0.50520 0.00004 0.00005 0.00004 0.00001 0.00005 0.00001 0.00002 0.22626 0.07033 0.25200 0.25729 0.50558 0.50520 0
0.24468 0.24097 0.50108 0.00001 0.00001 0.00001 0.00001 0.00001 0.00001 0.00002 0.25362 0.03559 0.24662 0.25421 0.50394 0.50108 0
0.23499 0.23462 0.49985 0.00000 0.00001 0.00000 0.00001 0.00001 0.00001 0.00002 0.23020 0.01968 0.23831 0.24593 0.50313 0.49985 0
0.27324 0.25954 0.50741 0.00005 0.00008 0.00005 0.00002 0.00008 0.00002 0.00003 0.08678 0.09335 0.27324 0.27818 0.50705 0.50741 0
0.25446 0.23406 0.51139 0.00008 0.00012 0.00008 0.00004 0.00012 0.00004 0.00004 0.03807 0.14858 0.25446 0.25045 0.50905 0.51139 0
0.28354 0.26744 0.51283 0.00006 0.00012 0.00006 0.00006 0.00012 0.00006 0.00001 0.10885 0.13714 0.28360 0.28633 0.50588 0.51283 0
0.25412 0.24486 0.50816 0.00004 0.00007 0.00004 0.00003 0.00007 0.00003 0.00000 0.12012 0.09533 0.25420 0.25773 0.50451 0.50816 0
0.26760 0.26095 0.50669 0.00003 0.00005 0.00003 0.00003 0.00005 0.00003 0.00000 0.17285 0.06471 0.26769 0.27694 0.50337 0.50669 0
0.25861 0.25312 0.50654 0.00002 0.00005 0.00002 0.00002 0.00005 0.00002 0.00000 0.15874 0.07704 0.25861 0.26449 0.50305 0.50654 0
0.29820 0.28972 0.50806 0.00003 0.00007 0.00003 0.00003 0.00007 0.00003 0.00000 0.08457 0.07693 0.29844 0.30778 0.50418 0.50806 0
0.20794 0.19734 0.50859 0.00004 0.00007 0.00004 0.00003 0.00007 0.00003 0.00001 0.05546 0.13007 0.20794 0.20450 0.50494 0.50859 0
0.28482 0.28006 0.50801 0.00002 0.00005 0.00002 0.00004 0.00005 0.00004 0.00002 0.09020 0.06986 0.28504 0.29373 0.50196 0.50801 0
0.28004 0.27925 0.50188 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.12698 0.01067 0.28098 0.29929 0.50247 0.50188 0
0.27768 0.25795 0.51594 0.00008 0.00015 0.00008 0.00007 0.00015 0.00007 0.00001 0.05399 0.16217 0.27768 0.27831 0.50731 0.51594 0
0.27856 0.27279 0.50650 0.00002 0.00005 0.00002 0.00003 0.00005 0.00003 0.00001 0.09769 0.05706 0.27856 0.28984 0.50267 0.50650 0
0.27843 0.26611 0.51104 0.00005 0.00010 0.00005 0.00005 0.00010 0.00005 0.00000 0.07315 0.10776 0.27843 0.28551 0.50444 0.51104 0
0.27933 0.23565 0.52053 0.00017 0.00024 0.00017 0.00007 0.00024 0.00007 0.00010 0.03376 0.23358 0.27933 0.26252 0.51756 0.52053 1
0.26051 0.23684 0.51637 0.00009 0.00016 0.00009 0.00007 0.00016 0.00007 0.00002 0.05007 0.19343 0.26051 0.25363 0.50903 0.51637 0
0.28244 0.27344 0.51078 0.00004 0.00009 0.00004 0.00005 0.00009 0.00005 0.00001 0.10401 0.09893 0.28244 0.29135 0.50264 0.51078 0
0.28877 0.26462 0.51203 0.00009 0.00013 0.00009 0.00004 0.00013 0.00004 0.00005 0.08445 0.13128 0.28877 0.28824 0.50998 0.51203 0
0.28902 0.27232 0.50951 0.00007 0.00010 0.00007 0.00003 0.00010 0.00003 0.00003 0.04086 0.09821 0.28902 0.29416 0.50799 0.50951 0
0.25785 0.24372 0.50511 0.00006 0.00006 0.00006 0.00001 0.00006 0.00001 0.00005 0.23331 0.08468 0.25793 0.26038 0.50798 0.50511 0
0.29476 0.27636 0.50873 0.00007 0.00010 0.00007 0.00003 0.00010 0.00003 0.00005 0.03641 0.10627 0.29476 0.29722 0.50851 0.50873 0
0.30163 0.28565 0.51239 0.00006 0.00012 0.00006 0.00005 0.00012 0.00005 0.00001 0.05294 0.10856 0.30163 0.30937 0.50545 0.51239 0
0.24714 0.22694 0.51553 0.00008 0.00015 0.00008 0.00007 0.00015 0.00007 0.00001 0.05518 0.22525 0.24714 0.23984 0.50678 0.51553 0
0.21810 0.20291 0.51243 0.00006 0.00012 0.00006 0.00006 0.00012 0.00006 0.00000 0.06552 0.21205 0.21813 0.21137 0.50567 0.51243 0
0.25850 0.22961 0.51541 0.00011 0.00017 0.00011 0.00006 0.00017 0.00006 0.00006 0.04158 0.20060 0.25850 0.24898 0.51216 0.51541 0
0.25738 0.23785 0.51361 0.00008 0.00014 0.00008 0.00006 0.00014 0.00006 0.00002 0.05300 0.19695 0.25738 0.25250 0.50760 0.51361 0
0.28446 0.27228 0.51071 0.00005 0.00009 0.00005 0.00004 0.00009 0.00004 0.00000 0.10464 0.10427 0.28466 0.29214 0.50489 0.51071 0
0.26252 0.25830 0.51111 0.00002 0.00007 0.00002 0.00006 0.00007 0.00006 0.00004 0.08960 0.08866 0.26252 0.27317 0.50035 0.51111 0
0.24176 0.23034 0.51226 0.00004 0.00010 0.00004 0.00006 0.00010 0.00006 0.00001 0.06826 0.14256 0.24193 0.24180 0.50403 0.51226 0
0.25602 0.23601 0.51586 0.00008 0.00015 0.00008 0.00007 0.00015 0.00007 0.00001 0.05517 0.20365 0.25602 0.25071 0.50731 0.51586 0
0.26412 0.23955 0.52228 0.00010 0.00020 0.00010 0.00010 0.00020 0.00010 0.00001 0.06124 0.21827 0.26412 0.25799 0.50784 0.52228 0
0.26290 0.24349 0.51255 0.00008 0.00013 0.00008 0.00005 0.00013 0.00005 0.00002 0.05000 0.15008 0.26290 0.26110 0.50776 0.51255 0
0.27072 0.25799 0.51258 0.00005 0.00011 0.00005 0.00006 0.00011 0.00006 0.00001 0.08522 0.12553 0.27103 0.27557 0.50434 0.51258 0
0.27663 0.25629 0.51548 0.00008 0.00015 0.00008 0.00007 0.00015 0.00007 0.00001 0.05392 0.15110 0.27663 0.27712 0.50752 0.51548 0
0.26512 0.25171 0.51575 0.00005 0.00013 0.00005 0.00008 0.00013 0.00008 0.00003 0.07171 0.19000 0.26512 0.26443 0.50424 0.51575 0
0.22897 0.18893 0.52955 0.00016 0.00029 0.00016 0.00014 0.00029 0.00014 0.00002 0.05444 0.40577 0.22897 0.20300 0.51446 0.52955 0
0.26150 0.23142 0.52535 0.00012 0.00023 0.00012 0.00012 0.00023 0.00012 0.00000 0.05801 0.26949 0.26150 0.24983 0.50990 0.52535 0
0.24657 0.21225 0.52956 0.00013 0.00028 0.00013 0.00014 0.00028 0.00014 0.00001 0.06005 0.34314 0.24657 0.22824 0.51123 0.52956 0
0.23596 0.20723 0.52530 0.00011 0.00024 0.00011 0.00013 0.00024 0.00013 0.00002 0.06345 0.35431 0.23596 0.22013 0.50876 0.52530 0
0.26739 0.24795 0.51509 0.00008 0.00014 0.00008 0.00007 0.00014 0.00007 0.00001 0.06142 0.16884 0.26739 0.26483 0.50746 0.51509 0
0.19410 0.19921 0.48088 0.00002 0.00015 0.00002 0.00013 0.00015 0.00013 0.00011 0.41425 0.17057 0.23400 0.21097 0.50862 0.48088 0
0.22642 0.19149 0.52755 0.00014 0.00027 0.00014 0.00013 0.00027 0.00013 0.00001 0.05800 0.37988 0.22642 0.20418 0.51197 0.52755 0
0.27123 0.25606 0.51641 0.00006 0.00014 0.00006 0.00008 0.00014 0.00008 0.00002 0.06527 0.15610 0.27123 0.27287 0.50416 0.51641 0
0.23384 0.19463 0.52893 0.00015 0.00029 0.00015 0.00014 0.00029 0.00014 0.00002 0.05517 0.38399 0.23384 0.20972 0.51383 0.52893 0
0.26755 0.24352 0.51756 0.00009 0.00017 0.00009 0.00008 0.00017 0.00008 0.00002 0.05393 0.18710 0.26764 0.26270 0.50913 0.51756 0
0.25983 0.24545 0.51590 0.00006 0.00013 0.00006 0.00007 0.00013 0.00007 0.00002 0.06880 0.14510 0.25983 0.26292 0.50397 0.51590 0
0.26168 0.22986 0.52234 0.00012 0.00022 0.00012 0.00010 0.00022 0.00010 0.00003 0.05074 0.24040 0.26168 0.24967 0.51152 0.52234 0
0.26732 0.24867 0.51815 0.00007 0.00016 0.00007 0.00008 0.00016 0.00008 0.00001 0.06677 0.17099 0.26752 0.26797 0.50568 0.51815 0
0.25276 0.20912 0.53328 0.00017 0.00032 0.00017 0.00015 0.00032 0.00015 0.00002 0.05495 0.39868 0.25276 0.22740 0.51474 0.53328 0
0.27227 0.24757 0.52260 0.00010 0.00020 0.00010 0.00011 0.00020 0.00011 0.00001 0.06144 0.21709 0.27227 0.26723 0.50724 0.52260 0
0.26988 0.24479 0.52384 0.00010 0.00021 0.00010 0.00012 0.00021 0.00012 0.00002 0.06241 0.22244 0.26988 0.26426 0.50721 0.52384 0
0.22456 0.20649 0.46522 0.00007 0.00018 0.00007 0.00025 0.00018 0.00025 0.00032 0.46970 0.26148 0.27694 0.23049 0.52675 0.46522 1
0.24516 0.23627 0.47589 0.00003 0.00014 0.00003 0.00017 0.00014 0.00017 0.00021 0.42376 0.19735 0.28858 0.26015 0.51701 0.47589 1
0.25617 0.25026 0.47120 0.00002 0.00018 0.00002 0.00020 0.00018 0.00020 0.00022 0.39260 0.20326 0.30671 0.27517 0.51864 0.47120 1
0.24183 0.27076 0.47294 0.00011 0.00028 0.00011 0.00016 0.00028 0.00016 0.00005 0.42314 0.24231 0.31246 0.28871 0.50100 0.47294 0
0.28008 0.28952 0.49306 0.00004 0.00009 0.00004 0.00005 0.00009 0.00005 0.00002 0.40641 0.08442 0.30293 0.30968 0.50120 0.49306 0
0.28926 0.28911 0.50192 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.10340 0.00524 0.29004 0.30918 0.50208 0.50192 0
0.27966 0.27966 0.50196 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.27966 0.29765 0.50196 0.50196 0
0.27800 0.27800 0.50196 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.27800 0.29402 0.50196 0.50196 0
0.28980 0.28917 0.50196 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.05229 0.00214 0.28980 0.30850 0.50228 0.50196 0
0.26097 0.27135 0.49007 0.00004 0.00011 0.00004 0.00007 0.00011 0.00007 0.00003 0.42901 0.10871 0.28843 0.28944 0.50205 0.49007 0
0.28550 0.22910 0.52612 0.00022 0.00031 0.00022 0.00009 0.00031 0.00009 0.00013 0.03413 0.31571 0.28550 0.25548 0.52321 0.52612 0
0.22034 0.24497 0.43461 0.00010 0.00052 0.00010 0.00042 0.00052 0.00042 0.00032 0.44810 0.37595 0.35174 0.26959 0.52235 0.43461 1
