0.04072 0.01908 0
0.04351 0.02622 0
0.04332 0.02166 0
0.04341 0.02293 0
0.09403 0.00402 1
0.03708 0.02051 0
0.03598 0.02698 1
0.03425 0.01422 1
0.04710 0.02041 0
0.04394 0.02060 0
0.03102 0.00959 1
0.04758 0.02201 0
0.04458 0.01682 0
0.04304 0.01435 0
0.04473 0.01604 0
0.04594 0.01714 0
0.03059 0.02447 1
0.03340 0.02736 1
0.03722 0.02857 1
0.10046 0.00397 1
0.09689 0.00397 1
0.06841 0.00198 1
0.04171 0.02137 0
0.04716 0.01636 0
0.06850 0.00397 1
0.04682 0.01984 0
0.08342 0.00444 1
0.07499 0.00813 1
0.03834 0.02500 0
0.03806 0.01356 0
0.03397 0.01819 0
0.03899 0.01950 0
0.08292 0.00270 1
0.07642 0.00270 1
0.06159 0.00270 1
0.08637 0.00382 1
0.05138 0.01610 0
0.04436 0.01674 0
0.06401 0.00529 1
0.03817 0.02646 0
0.07267 0.00794 1
0.04305 0.01614 0
0.04438 0.01702 0
0.04582 0.01676 0
0.03119 0.02495 1
0.03405 0.02790 1
0.03794 0.02913 1
0.04042 0.01880 0
0.03759 0.02819 0
0.04255 0.02740 0
0.03875 0.01486 0
0.03965 0.02451 0
0.04044 0.01953 0
0.09241 0.00393 1
0.03255 0.02198 0
0.04330 0.02518 0
0.05024 0.00440 1
0.04244 0.01621 0
0.04148 0.01180 0
0.04010 0.02005 0
0.04561 0.01780 0
0.05235 0.01855 0
0.07472 0.00393 1
0.06688 0.00393 1
0.03952 0.02500 0
0.03676 0.01838 0
0.03594 0.02396 0
0.04595 0.01838 0
0.04047 0.02483 0
0.04595 0.03034 0
0.03778 0.02213 0
0.04595 0.01838 0
0.04511 0.02679 0
0.03952 0.02396 0
0.04231 0.02963 0
0.04793 0.02396 0
0.04686 0.02343 0
0.03401 0.03130 1
0.04231 0.02396 0
0.04320 0.02396 0
0.04436 0.02095 0
0.04231 0.02116 0
0.03401 0.02483 0
0.04231 0.03034 0
0.04810 0.03130 0
0.04436 0.02095 0
0.04793 0.02396 0
0.04161 0.02396 0
0.04436 0.02599 0
0.03641 0.02343 0
0.04695 0.02483 0
0.04047 0.02483 0
0.04231 0.02757 0
0.04548 0.02599 0
0.03899 0.02599 0
0.04191 0.02095 0
0.04231 0.01838 0
0.04320 0.01838 0
0.04686 0.02095 0
0.04231 0.01838 0
0.04231 0.02116 0
0.05149 0.02757 0
0.04161 0.02396 0
0.04359 0.02500 0
0.05174 0.02906 0
0.05642 0.02343 0
0.06273 0.00581 1
0.05149 0.02116 0
0.03789 0.02615 0
0.03778 0.01300 0
0.04426 0.01949 0
0.03143 0.02500 1
0.03313 0.02757 1
0.07886 0.00384 1
0.04746 0.02241 0
0.09701 0.00384 1
0.04523 0.01960 0
0.04628 0.02506 0
0.04424 0.02506 0
0.04040 0.02241 0
0.04140 0.02070 0
0.04523 0.02564 0
0.04219 0.02506 0
0.08786 0.00549 1
0.04863 0.02530 0
0.08238 0.00549 1
0.03068 0.02799 1
0.05038 0.02455 0
0.03316 0.02455 1
0.03068 0.02455 1
0.09027 0.00437 1
0.07823 0.00391 1
0.04829 0.02106 0
0.07908 0.00276 1
0.06455 0.00391 1
0.04793 0.00437 1
0.09402 0.00391 1
0.04143 0.02041 0
0.03910 0.01955 0
0.04809 0.01925 0
0.04501 0.01955 0
